Year,LocationDesc,LocationAbbr,Category,Indicator,Datasource,DataValueUnit,DataValueType,DataValue,DataValueFootnoteSymbol,DataValueFootnote,IndicatorID,LocationID,IndicatorSortOrder,LocationSortOrder,Geolocation,DataValueAlt
2002,Michigan,MI,Water Fluoridation,Total population served by CWS,WFRS,,Population,7193765.0,,,WFRS_State_3,26,22,23,"(44.6613195430005, -84.71439026999968)",7193765
2002,Minnesota,MN,Water Fluoridation,Total population served by CWS,WFRS,,Population,4025050.0,,,WFRS_State_3,27,22,24,"(46.35564873600049, -94.79420050299967)",4025050
2002,Mississippi,MS,Water Fluoridation,Total population served by CWS,WFRS,,Population,2863091.0,"e,g","e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. g: Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_3,28,22,25,"(32.745510099000455, -89.53803082499968)",2863091
2002,Missouri,MO,Water Fluoridation,Total population served by CWS,WFRS,,Population,5680259.0,"e,g","e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. g: Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_3,29,22,26,"(38.635790776000476, -92.56630005299968)",5680259
2002,Montana,MT,Water Fluoridation,Total population served by CWS,WFRS,,Population,699098.0,,,WFRS_State_3,30,22,27,"(47.06652897200047, -109.42442064499971)",699098
2002,Nebraska,NE,Water Fluoridation,Total population served by CWS,WFRS,,Population,1414909.0,,,WFRS_State_3,31,22,28,"(41.6410409880005, -99.36572062299967)",1414909
2002,Nevada,NV,Water Fluoridation,Total population served by CWS,WFRS,,Population,1991524.0,,,WFRS_State_3,32,22,29,"(39.493240390000494, -117.07184056399967)",1991524
2002,New Hampshire,NH,Water Fluoridation,Total population served by CWS,WFRS,,Population,808749.0,,,WFRS_State_3,33,22,30,"(43.65595011300047, -71.50036091999965)",808749
2002,New Jersey,NJ,Water Fluoridation,Total population served by CWS,WFRS,,Population,7840340.0,,,WFRS_State_3,34,22,31,"(40.13057004800049, -74.27369128799967)",7840340
2002,New Mexico,NM,Water Fluoridation,Total population served by CWS,WFRS,,Population,1567857.0,,,WFRS_State_3,35,22,32,"(34.52088095200048, -106.24058098499967)",1567857
2002,New York,NY,Water Fluoridation,Total population served by CWS,WFRS,,Population,17458327.0,,,WFRS_State_3,36,22,33,"(42.82700103200045, -75.54397042699964)",17458327
2002,North Carolina,NC,Water Fluoridation,Total population served by CWS,WFRS,,Population,6217936.0,,,WFRS_State_3,37,22,34,"(35.466220975000454, -79.15925046299964)",6217936
2002,Ohio,OH,Water Fluoridation,Total population served by CWS,WFRS,,Population,9783785.0,"e,f",e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. f: Complete data were not available from WFRS; state provided additional information.,WFRS_State_3,39,22,36,"(40.06021014100048, -82.40426005599966)",9783785
2002,Oklahoma,OK,Water Fluoridation,Total population served by CWS,WFRS,,Population,3388256.0,"e,f",e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. f: Complete data were not available from WFRS; state provided additional information.,WFRS_State_3,40,22,37,"(35.47203135600046, -97.52107021399968)",3388256
2002,Oregon,OR,Water Fluoridation,Total population served by CWS,WFRS,,Population,2851160.0,,,WFRS_State_3,41,22,38,"(44.56744942400047, -120.15503132599969)",2851160
2002,Pennsylvania,PA,Water Fluoridation,Total population served by CWS,WFRS,,Population,10398150.0,e,Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error.,WFRS_State_3,42,22,39,"(40.79373015200048, -77.86070029399963)",10398150
2002,Rhode Island,RI,Water Fluoridation,Total population served by CWS,WFRS,,Population,1068568.0,"e,f,g","e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. f: Complete data were not available from WFRS; state provided additional information. g: Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_3,44,22,40,"(41.70828019300046, -71.52247031399963)",1068568
2002,South Carolina,SC,Water Fluoridation,Total population served by CWS,WFRS,,Population,3400189.0,f,Complete data were not available from WFRS; state provided additional information.,WFRS_State_3,45,22,41,"(33.998821303000454, -81.04537120699968)",3400189
2002,South Dakota,SD,Water Fluoridation,Total population served by CWS,WFRS,,Population,686113.0,"e,f",e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. f: Complete data were not available from WFRS; state provided additional information.,WFRS_State_3,46,22,42,"(44.353130053000484, -100.3735306369997)",686113
2002,Tennessee,TN,Water Fluoridation,Total population served by CWS,WFRS,,Population,5335413.0,"e,f",e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. f: Complete data were not available from WFRS; state provided additional information.,WFRS_State_3,47,22,43,"(35.68094058000048, -85.77449091399967)",5335413
2002,Texas,TX,Water Fluoridation,Total population served by CWS,WFRS,,Population,21762430.0,"e,g","e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. g: Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_3,48,22,44,"(31.827240407000488, -99.42677020599967)",21762430
2002,Nebraska,NE,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",29.0,,,WFRS_State_4,31,23,28,"(41.6410409880005, -99.36572062299967)",29
2002,Utah,UT,Water Fluoridation,Total population served by CWS,WFRS,,Population,2325921.0,"e,g","e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. g: Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_3,49,22,45,"(39.360700171000474, -111.58713063499971)",2325921
2002,Vermont,VT,Water Fluoridation,Total population served by CWS,WFRS,,Population,507935.0,"e,f",e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. f: Complete data were not available from WFRS; state provided additional information.,WFRS_State_3,50,22,46,"(43.62538123900049, -72.51764079099962)",507935
2002,Virginia,VA,Water Fluoridation,Total population served by CWS,WFRS,,Population,5766757.0,,,WFRS_State_3,51,22,47,"(37.54268067400045, -78.45789046299967)",5766757
2002,Washington,WA,Water Fluoridation,Total population served by CWS,WFRS,,Population,5382486.0,"e,f",e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. f: Complete data were not available from WFRS; state provided additional information.,WFRS_State_3,53,22,48,"(47.52227862900048, -120.47001078999972)",5382486
2002,West Virginia,WV,Water Fluoridation,Total population served by CWS,WFRS,,Population,1381875.0,,,WFRS_State_3,54,22,49,"(38.66551020200046, -80.71264013499967)",1381875
2002,Wisconsin,WI,Water Fluoridation,Total population served by CWS,WFRS,,Population,3873568.0,,,WFRS_State_3,55,22,50,"(44.39319117400049, -89.81637074199966)",3873568
2002,Wyoming,WY,Water Fluoridation,Total population served by CWS,WFRS,,Population,435498.0,,,WFRS_State_3,56,22,51,"(43.23554134300048, -108.10983035299967)",435498
2002,United States,US,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",,e,Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error.,WFRS_State_4,US,23,0,,
2002,Alabama,AL,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",19.0,"f,g","f: Complete data were not available from WFRS; state provided additional information. g: Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_4,1,23,1,"(32.84057112200048, -86.63186076199969)",19
2002,Alaska,AK,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",35.0,,,WFRS_State_4,2,23,2,"(64.84507995700051, -147.72205903599973)",35
2002,Arizona,AZ,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",38.0,,,WFRS_State_4,4,23,3,"(34.865970280000454, -111.76381127699972)",38
2002,Arkansas,AR,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",32.0,e,Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error.,WFRS_State_4,5,23,4,"(34.74865012400045, -92.27449074299966)",32
2002,California,CA,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",45.0,f,Complete data were not available from WFRS; state provided additional information.,WFRS_State_4,6,23,5,"(37.63864012300047, -120.99999953799971)",45
2002,Colorado,CO,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",25.0,e,Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error.,WFRS_State_4,8,23,6,"(38.843840757000464, -106.13361092099967)",25
2002,Connecticut,CT,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",14.0,"e,f",e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. f: Complete data were not available from WFRS; state provided additional information.,WFRS_State_4,9,23,7,"(41.56266102000046, -72.64984095199964)",14
2002,Delaware,DE,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",21.0,,,WFRS_State_4,10,23,8,"(39.008830667000495, -75.57774116799965)",21
2002,District of Columbia,DC,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",,g,"Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_4,11,23,9,"(38.89037138500049, -77.03196112699965)",
2002,Florida,FL,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",31.0,e,Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error.,WFRS_State_4,12,23,10,"(28.932040377000476, -81.92896053899966)",31
2002,Hawaii,HI,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",50.0,"e,g","e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. g: Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_4,15,23,12,"(21.304850435000446, -157.85774940299973)",50
2002,Idaho,ID,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",44.0,e,Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error.,WFRS_State_4,16,23,13,"(43.682630005000476, -114.3637300419997)",44
2002,Illinois,IL,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",2.0,,,WFRS_State_4,17,23,14,"(40.48501028300046, -88.99771017799969)",2
2002,Indiana,IN,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",4.0,e,Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error.,WFRS_State_4,18,23,15,"(39.766910452000445, -86.14996019399968)",4
2002,Iowa,IA,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",12.0,,,WFRS_State_4,19,23,16,"(42.46940091300047, -93.81649055599968)",12
2002,Kansas,KS,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",33.0,,,WFRS_State_4,20,23,17,"(38.34774030000045, -98.20078122699965)",33
2002,Kentucky,KY,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",1.0,,,WFRS_State_4,21,23,18,"(37.645970271000465, -84.77497104799966)",1
2002,Louisiana,LA,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",41.0,"e,g","e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. g: Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_4,22,23,19,"(31.31266064400046, -92.44568007099969)",41
2002,Maine,ME,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",26.0,e,Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error.,WFRS_State_4,23,23,20,"(45.254228894000505, -68.98503133599962)",26
2002,Maryland,MD,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",8.0,,,WFRS_State_4,24,23,21,"(39.29058096400047, -76.60926011099963)",8
2002,Massachusetts,MA,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",37.0,"e,f,g","e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. f: Complete data were not available from WFRS; state provided additional information. g: Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_4,25,23,22,"(42.27687047000046, -72.08269067499964)",37
2002,Michigan,MI,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",18.0,,,WFRS_State_4,26,23,23,"(44.6613195430005, -84.71439026999968)",18
2002,Minnesota,MN,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",3.0,,,WFRS_State_4,27,23,24,"(46.35564873600049, -94.79420050299967)",3
2002,Mississippi,MS,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",40.0,"e,g","e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. g: Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_4,28,23,25,"(32.745510099000455, -89.53803082499968)",40
2002,Missouri,MO,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",22.0,"e,g","e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. g: Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_4,29,23,26,"(38.635790776000476, -92.56630005299968)",22
2002,New Hampshire,NH,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",42.0,,,WFRS_State_4,33,23,30,"(43.65595011300047, -71.50036091999965)",42
2002,New Jersey,NJ,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",48.0,,,WFRS_State_4,34,23,31,"(40.13057004800049, -74.27369128799967)",48
2002,New Mexico,NM,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",23.0,,,WFRS_State_4,35,23,32,"(34.52088095200048, -106.24058098499967)",23
2002,New York,NY,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",28.0,,,WFRS_State_4,36,23,33,"(42.82700103200045, -75.54397042699964)",28
2002,North Carolina,NC,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",20.0,,,WFRS_State_4,37,23,34,"(35.466220975000454, -79.15925046299964)",20
2002,North Dakota,ND,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",5.0,,,WFRS_State_4,38,23,35,"(47.47531977900047, -100.11842104899966)",5
2002,Wyoming,WY,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",43.0,,,WFRS_State_4,56,23,51,"(43.23554134300048, -108.10983035299967)",43
2002,Ohio,OH,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",16.0,"e,f",e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. f: Complete data were not available from WFRS; state provided additional information.,WFRS_State_4,39,23,36,"(40.06021014100048, -82.40426005599966)",16
2002,Oklahoma,OK,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",27.0,"e,f",e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. f: Complete data were not available from WFRS; state provided additional information.,WFRS_State_4,40,23,37,"(35.47203135600046, -97.52107021399968)",27
2002,Oregon,OR,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",49.0,,,WFRS_State_4,41,23,38,"(44.56744942400047, -120.15503132599969)",49
2002,Pennsylvania,PA,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",39.0,e,Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error.,WFRS_State_4,42,23,39,"(40.79373015200048, -77.86070029399963)",39
2002,Rhode Island,RI,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",15.0,"e,f,g","e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. f: Complete data were not available from WFRS; state provided additional information. g: Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_4,44,23,40,"(41.70828019300046, -71.52247031399963)",15
2002,South Carolina,SC,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",11.0,f,Complete data were not available from WFRS; state provided additional information.,WFRS_State_4,45,23,41,"(33.998821303000454, -81.04537120699968)",11
2002,South Dakota,SD,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",17.0,"e,f",e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. f: Complete data were not available from WFRS; state provided additional information.,WFRS_State_4,46,23,42,"(44.353130053000484, -100.3735306369997)",17
2002,Tennessee,TN,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",6.0,"e,f",e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. f: Complete data were not available from WFRS; state provided additional information.,WFRS_State_4,47,23,43,"(35.68094058000048, -85.77449091399967)",6
2002,Texas,TX,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",24.0,"e,g","e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. g: Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_4,48,23,44,"(31.827240407000488, -99.42677020599967)",24
2002,Utah,UT,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",47.0,"e,g","e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. g: Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_4,49,23,45,"(39.360700171000474, -111.58713063499971)",47
2002,Vermont,VT,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",34.0,"e,f",e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. f: Complete data were not available from WFRS; state provided additional information.,WFRS_State_4,50,23,46,"(43.62538123900049, -72.51764079099962)",34
2002,Virginia,VA,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",7.0,,,WFRS_State_4,51,23,47,"(37.54268067400045, -78.45789046299967)",7
2002,Washington,WA,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",36.0,"e,f",e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. f: Complete data were not available from WFRS; state provided additional information.,WFRS_State_4,53,23,48,"(47.52227862900048, -120.47001078999972)",36
2002,West Virginia,WV,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",10.0,,,WFRS_State_4,54,23,49,"(38.66551020200046, -80.71264013499967)",10
2002,Wisconsin,WI,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",13.0,,,WFRS_State_4,55,23,50,"(44.39319117400049, -89.81637074199966)",13
2002,United States,US,Water Fluoridation,"Total U.S. population, persons",WFRS,,Population,288125973.0,a,"Annual Population Estimates and Estimated Components of Population Change for the United States and States: April 1, 2000 to July 1, 2006. Source: Population Estimates Program, U.S. Bureau of the Census. Internet release date: December, 22, 2006. Population, population change, and estimated components of population change: April 1, 2000 to July 1, 2006 available at http://www.census.gov/popest/datasets.html.",WFRS_Nat_1,US,1,0,,288125973
2002,United States,US,Water Fluoridation,"U.S. population on community water systems, persons",WFRS,,Population,255443289.0,b,Reported in CDC Water Fluoridation Reporting System (WFRS).,WFRS_Nat_2,US,2,0,,255443289
2002,United States,US,Water Fluoridation,"Total U.S. population on fluoridated drinking water systems, persons",WFRS,,Population,172209735.0,b,Reported in CDC Water Fluoridation Reporting System (WFRS).,WFRS_Nat_3,US,3,0,,172209735
2002,United States,US,Water Fluoridation,Percentage of U.S. population receiving fluoridated water,WFRS,%,Percent,59.8,c,Fluoridated population divided by total population.,WFRS_Nat_4,US,4,0,,59.8
2002,United States,US,Water Fluoridation,Percentage of U.S. population on CWS receiving fluoridated water,WFRS,%,Percent,67.4,d,Fluoridated population divided by population served by community water systems.,WFRS_Nat_5,US,5,0,,67.4
2004,United States,US,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,68.8,,,WFRS_State_1,US,20,0,,68.8
2004,Alabama,AL,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,87.9,e,"Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_1,1,20,1,"(32.84057112200048, -86.63186076199969)",87.9
2004,Alaska,AK,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,59.5,,,WFRS_State_1,2,20,2,"(64.84507995700051, -147.72205903599973)",59.5
2004,Arizona,AZ,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,55.8,,,WFRS_State_1,4,20,3,"(34.865970280000454, -111.76381127699972)",55.8
2004,Arkansas,AR,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,65.8,,,WFRS_State_1,5,20,4,"(34.74865012400045, -92.27449074299966)",65.8
2004,California,CA,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,25.8,"e,f","e: Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used. f: Complete data were not available from WFRS; state provided additional information.",WFRS_State_1,6,20,5,"(37.63864012300047, -120.99999953799971)",25.8
2004,Colorado,CO,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,73.4,,,WFRS_State_1,8,20,6,"(38.843840757000464, -106.13361092099967)",73.4
2004,Connecticut,CT,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,88.9,,,WFRS_State_1,9,20,7,"(41.56266102000046, -72.64984095199964)",88.9
2004,Delaware,DE,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,73.4,,,WFRS_State_1,10,20,8,"(39.008830667000495, -75.57774116799965)",73.4
2004,Missouri,MO,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,79.7,,,WFRS_State_1,29,20,26,"(38.635790776000476, -92.56630005299968)",79.7
2004,District of Columbia,DC,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,100.0,e,"Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_1,11,20,9,"(38.89037138500049, -77.03196112699965)",100
2004,Florida,FL,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,76.9,,,WFRS_State_1,12,20,10,"(28.932040377000476, -81.92896053899966)",76.9
2004,Georgia,GA,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,95.6,e,"Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_1,13,20,11,"(32.83968109300048, -83.62758034599966)",95.6
